book_name,y,yhat
Bennett_Arnold_Anna-and-the-Five-Towns_1902,-0.021584420097183702,0.0030956788
Bennett_Arnold_Clayhanger_1910,0.006939514323050293,-0.011540689
Bennett_Arnold_Hilda-Lessways_1911,-0.027733232698751286,-0.021245621
Blackmore_R-D_Clara-Vaughan_1864,-0.03679972260362183,0.0057114013
Edgeworth_Maria_Helen_1834,0.0027591483258972006,-0.014397883
Edgeworth_Maria_Patronage_1814,0.04306061388998601,7.628709e-07
Edgeworth_Maria_Tales-of-a-Fashionable-Life_1809,0.009281841739804458,0.0020692816
Edgeworth_Maria_The-Modern-Griselda_1804,-0.0003111817719657,-0.0059345905
Hays_Mary_Memoirs-of-Emma-Courtney_1796,0.020669670312689348,0.004854604
Inchbald_Elizabeth_A-Simple-Story_1791,-0.0080599403680012,0.001503406
Inchbald_Elizabeth_Nature-and-Art_1796,0.0156529317699587,-0.0011030032
Lawrence_D-H_Sons-and-Lovers_1913,-0.0150360439730679,-0.015237704
Lawrence_D-H_The-Trespasser_1912,-0.10789530995336881,-0.018028025
Lawrence_D-H_The-White-Peacock_1911,-0.033082776146133266,0.0024344088
MacDonald_George_Adela-Cathcart_1864,-0.0080354558896442,-0.029024167
MacDonald_George_Alec-Forbes-of-Howglen_1865,-0.03747339748409813,-0.006254812
MacDonald_George_David-Elginbrod_1863,-0.004990639614350005,-0.03587543
MacDonald_George_Phantastes_1858,-0.043232744652635706,0.0037964033
MacDonald_George_Robert-Falconer_1868,-0.003619424568822695,-0.005081409
MacDonald_George_Sir-Gibbie_1879,-0.02885450809879799,0.000744853
Moore_George_A-Drama-in-Muslin_1886,0.01840515807105991,-0.003645319
Moore_George_Confessions-of-a-Young-Man_1888,0.04665481394429571,-0.015636379
Moore_George_Esther-Waters_1894,0.012295823020684314,-0.0011874835
Moore_George_The-Untilled-Field_1903,0.024968446584551787,-0.013494252
Morrison_Arthur_A-Child-of-the-Jago_1896,-0.0064672397769336,-0.027644401
Morrison_Arthur_Tales-of-Mean-Street_1894,-0.02180324080489651,-0.039528977
Munro_Neil_The-New-Road_1914,-0.023032009908094987,-0.007196721
Nesbit_Edith_The-Railway-Children_1906,0.04656816387424331,-0.010701665
Nesbit_Edith_The-Story-of-the-Amulet_1906,-0.018364551695039807,-0.0020340562
Nesbit_Edith_The-Story-of-the-Treasure-Seekers_1899,-0.00040282693142730004,-0.0019875607
Nesbit_Edith_The-Wouldbegoods_1901,-0.021668974756568597,-0.006828021
Scott_Walter_Guy-Mannering_1815,-0.021497587384994406,-0.012223943
Scott_Walter_Old-Mortality_1816,-0.009113904498345536,-0.011503602
Scott_Walter_The-Antiquary_1816,-0.009758265958933449,-0.028263845
Scott_Walter_The-Black-Dwarf_1816,-0.0018125745267078333,-0.03195757
Scott_Walter_Waverley_1814,-0.007539887101983249,0.009596946
Stevenson-Grift_Robert-Louis-Fanny-van-de_The-Dynamiter_1885,-0.011608682074842698,-0.01445851
Stevenson-Osbourne_Robert-Louis-Lloyde_The-Ebb-Tide_1894,0.0012549757995444998,-0.016425181
Wilde_Oscar_The-Picture-of-Dorian-Gray_1890,0.007170668697673195,0.002736367
Yonge_Charlotte_The-Daisy-Chain_1856,-0.007486498248227893,-0.012840059
Anonymous_Anonymous_The-Adventures-of-Anthony-Varnish_1786,0.0029427108229828003,-0.0064008553
Bennett_Anna-Maria_Agnes-De-Courci_1789,0.0002958710605313504,-0.020670127
Bronte_Charlotte_Jane-Eyre_1847,-0.041428030095327535,-0.027755177
Bronte_Charlotte_Shirley_1849,0.0027007314652462986,-0.0063878456
Brunton_Mary_Self-Control_1811,0.01491968493468665,0.03343895
Carleton_William_The-Black-Prophet_1847,-0.05999206190765322,0.0065310597
Carleton_William_The-Emigrants-of-Ahadarra_1847,-0.0235798938654838,-0.0015083592
Childers_Erskine_The-Riddle-of-the-Sand_1903,0.02368485760029949,-0.00801434
Conrad_Joseph_Almayers-Folly_1895,-0.014571818368171096,-0.002084408
Conrad_Joseph_Nostromo_1904,-0.05618983459525866,-0.029033503
Conrad_Joseph_Typhoon_1903,0.0051586890556534,-0.024687055
Conrad_Joseph_Under-Western-Eyes_1911,-0.03700865709317202,-0.015232075
Craik_S-R_John-Halifax_1856,0.003054058349530496,-0.0085559655
Dickens_Charles_Barnaby-Rudge_1841,-0.02246880640401103,-0.02272193
Dickens_Charles_David-Copperfield_1849,-0.018064696879152072,-0.008967189
Dickens_Charles_Dombey-and-Son_1846,0.022688278953007616,-0.006545243
Dickens_Charles_Edwin-Drood_1870,-0.009740121386858099,-0.0027195513
Dickens_Charles_Hard-Times_1854,0.010147892327502201,0.010224771
Dickens_Charles_Little-Dorrit_1855,-0.012974648643496602,-0.018997231
Dickens_Charles_Martin-Chuzzlewit_1843,0.0050626576408912,-0.018501073
Dickens_Charles_Our-Mutual-Friend_1864,-0.02709441660899008,0.027905395
Haggard_H-Rider_King-Solomons-Mines_1885,-0.0026841967954367007,-0.012384784
Holcroft_Thomas_Anna-St-Ives_1792,-0.026837959776863315,-0.0012523733
Holcroft_Thomas_The-Adventures-of-Hugh-Trevor_1794,0.01166392194126815,-0.008913695
Kingsley_Charles_Alton-Locke_1850,0.036681625383114175,-0.014363479
Kingsley_Charles_Westward-Ho_1855,-0.010605525442221387,-0.020565744
Mackenzie_Compton_Sinister-Street_1913,0.013810904068999316,-0.025210433
Martineau_Harriet_Deerbrook_1839,-0.016290920972479778,-0.0003388125
Stephens_James_The-Charwomans-Daughter_1912,-0.0360909130930843,-0.015468709
Stephens_James_The-Crock-of-Gold_1912,0.0015917110277279,-0.00031881046
Thackerey_William-Makepeace_Pendennis_1848,0.017043812794616493,-0.015477962
Thackerey_William-Makepeace_Vanity-Fair_1847,-0.01640036987370141,-0.021812355
Wells_H-G_A-Modern-Utopia_1905,-0.0009280634354299001,-0.016479315
Wells_H-G_Ann-Veronica_1909,-0.019977598946052107,-0.015668254
Wells_H-G_The-First-Men-in-the-Moon_1901,-0.04082097817546801,-0.017437762
Wells_H-G_The-Island-of-Dr-Moreau_1896,-0.04474505846846731,-0.028225143
Wells_H-G_The-New-Machiavelli_1911,0.002378684177094499,0.00054708327
Wells_H-G_The-World-Set-Free_1914,0.010914132302417803,-0.016688876
Wells_H-G_Tono-Bungay_1909,0.006893009199920997,-0.013455058
Ainsworth_William-Harrison_Rookwood_1834,-0.09734254485226852,-0.0050011794
Austen_Jane_Pride-and-Prejudice_1813,0.045825258113848764,-0.044083785
Austen_Jane_Sense-and-Sensibility_1811,0.030518610088902786,0.011112064
Barrie_J-M_A-Window-in-the-Thrums_1889,-0.0397347704988501,-0.0028857898
Barrie_J-M_Auld-Licht-Idylls_1888,-0.006733150073541401,-0.019434303
Barrie_J-M_Sentimental-Tommy_1896,8.783685855100631e-05,-0.009579812
Barrie_J-M_Tommy-and-Grizel_1900,-0.03273265085778831,-0.004459905
Bronte_Anne_Agnes-Grey_1847,-0.023448959168939198,-0.0058211843
Bronte_Anne_The-Tenant-of-Wildfell-Hall_1848,-0.0312833251071923,-0.005733584
Bronte_Emily_Wuthering-Heights_1847,-0.05733994121148638,-0.016992059
Carroll_Lewis_Alice-in-Wonderland_1865,-0.09867943428190691,-0.017555762
